market,seed,model,qlike,mse_variance,n_obs,n_violations,violation_rate,kupiec_pvalue,chris_p_cc
spy,0,StaticGARCH,-8.968881477979583,4.671447316838031e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,1,StaticGARCH,-8.968881477979583,4.671447316838031e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,2,StaticGARCH,-8.968881477979583,4.671447316838031e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,3,StaticGARCH,-8.968881477979583,4.671447316838031e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,4,StaticGARCH,-8.968881477979583,4.671447316838031e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,5,StaticGARCH,-8.968881477979583,4.671447316838031e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,6,StaticGARCH,-8.968881477979583,4.671447316838031e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,7,StaticGARCH,-8.968881477979583,4.671447316838031e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,8,StaticGARCH,-8.968881477979583,4.671447316838031e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,9,StaticGARCH,-8.968881477979583,4.671447316838031e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,0,spy GARCHNet,-9.014651527703938,3.954331292755802e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,1,spy GARCHNet,-9.041941611412206,3.782648166281408e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,2,spy GARCHNet,-9.064758043854914,3.438809295957479e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,3,spy GARCHNet,-9.054316943009635,3.5862419348612357e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,4,spy GARCHNet,-9.074288680272808,3.2493216368776392e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,5,spy GARCHNet,-9.064527524026074,3.498267420562794e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,6,spy GARCHNet,-9.037087228553766,3.7056767913015686e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,7,spy GARCHNet,-9.039759449619678,3.883090385292392e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,8,spy GARCHNet,-9.048650091276578,3.611704475047598e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
spy,9,spy GARCHNet,-9.053367989950301,3.7733709064548485e-09,313,4,0.012779552715654952,0.635605404202668,0.8485575238695868
