Date,oil GARCHNet | qlike,oil GARCHNet | mse_var,StaticGARCH | qlike,StaticGARCH | mse_var,GJRGARCH | qlike,GJRGARCH | mse_var,EGARCH | qlike,EGARCH | mse_var,EWMA | qlike,EWMA | mse_var
2026-03-20,-5.3815274687765084,1.0370709366970234e-06,-5.373366510307943,1.1437523466510915e-06,-5.435620643282057,4.3564907698762654e-07,-5.4915803464431185,9.857514750861717e-09,-5.4050091424604005,7.536360077222641e-07
2026-03-23,-0.6881275197125056,0.00010427726049220518,-0.687152307954995,0.000104287902807062,0.15171473705796767,0.0001119824163227572,3.1324911184561746,0.00012693149975461038,-0.5551016311193999,0.00010568648265425692
2026-03-24,-5.057261613186566,9.640173913716775e-07,-5.042338278352666,1.2815633482078036e-06,-5.022426422456275,1.7508210234422191e-06,-5.114502416603338,3.25566969010175e-08,-5.086911547412819,4.210071670635593e-07
2026-03-25,-5.375717344689675,3.2490766647762663e-06,-5.354556864537362,3.6612269896216288e-06,-5.34191128529489,3.921757496050979e-06,-5.5429355174807915,9.022843583518698e-07,-5.424929330161205,2.3990252851572453e-06
2026-03-26,-5.3487354896109895,1.7213665023307873e-06,-5.3380077332312315,1.8929755042803344e-06,-5.319074656664671,2.215043194931366e-06,-5.454965841650733,4.1615476743377405e-07,-5.36930272725078,1.4136832449307515e-06
2026-03-27,-4.713619179672855,2.878084380828e-07,-4.715919128934286,2.53687329633283e-07,-4.7160508276532696,2.517081573711505e-07,-4.587259069452306,1.5901661433237315e-06,-4.707638885757784,3.730222069662265e-07
2026-03-30,-5.469374207009153,2.1734518609026765e-06,-5.462399416133618,2.2752715312416253e-06,-5.492752488911619,1.850581446165859e-06,-5.631713618331336,4.553065309523013e-07,-5.477843552836287,2.0532440554318876e-06
2026-03-31,-5.280156015432103,5.406429124403638e-07,-5.2801520767904995,5.406925606239102e-07,-5.298748886971795,3.213412404400533e-07,-5.333367063344782,2.8162105194581743e-09,-5.276070456759438,5.928594629874098e-07
2026-04-01,-5.345957638315835,3.8472775894083655e-07,-5.352077241136538,3.2160103184919024e-07,-5.3643928500558475,2.037053146212783e-07,-5.3899638631787665,3.740974671875076e-09,-5.332741431135862,5.310060877595907e-07
2026-04-02,-1.9921188513991899,4.4619416799109347e-05,-1.8270456829148198,4.601278876486203e-05,-1.6963195936509505,4.702329850384005e-05,-0.650546825582488,5.306855265376514e-05,-2.2187566106692542,4.245103352733753e-05
2026-04-06,-5.427842805230354,2.505076251347401e-06,-5.393975290309917,3.0804041829131e-06,-5.549401177193334,9.492073795800334e-07,-5.651740380043685,1.6667009170090762e-07,-5.427075134606956,2.517372305129306e-06
2026-04-07,-5.19155289745675,2.823443056901483e-07,-5.179813381039926,4.402722562870213e-07,-5.217369946385655,3.0084770632661745e-11,-5.158622178047554,3.0510557752815845e-07,-5.179118034483512,4.501248436692314e-07
2026-04-08,-0.8989162624408413,9.225539553825994e-05,-0.9921182009156251,9.124667567345368e-05,0.3504435886773001,0.00010247482592318584,2.816142054529582,0.00011345751005353395,-1.2395038300364618,8.832917203272067e-05
2026-04-09,-4.915947297454121,7.452806815238955e-06,-4.832890811332921,1.1826546263737764e-05,-4.738983971743226,1.8384523315479897e-05,-5.026623085587955,3.309319141075941e-06,-4.974639237153121,5.039443598589401e-06
