Date,nat_gas GARCHNet | qlike,nat_gas GARCHNet | mse_var,StaticGARCH | qlike,StaticGARCH | mse_var,GJRGARCH | qlike,GJRGARCH | mse_var,EGARCH | qlike,EGARCH | mse_var,EWMA | qlike,EWMA | mse_var
2021-01-22,-6.3475829611013,4.4503868416417697e-07,-6.3090576354184424,5.539737950776245e-07,-6.255914520839154,7.287448523390043e-07,-6.334592748447574,4.801974447774583e-07,-6.270273147182534,6.785586007104601e-07
2021-01-25,-6.134498467555521,1.8173100304840178e-07,-6.12838525751059,1.9826921084907195e-07,-6.093208519652725,3.040693397291635e-07,-6.137136624042607,1.7476035562078828e-07,-6.103476940657766,2.7128808936031156e-07
2021-01-26,-6.2956552907340315,8.297649190719802e-07,-6.300422647552262,8.127798067511934e-07,-6.27765210722298,8.960908882664413e-07,-6.328898109402553,7.161816964886903e-07,-6.263222377665662,9.518161073462905e-07
2021-01-27,-6.109968129510633,2.001670170301757e-07,-6.082867825290277,2.824820987054376e-07,-6.071410628546082,3.206961177884409e-07,-6.099770131634225,2.2982710142723315e-07,-6.0591530633125394,3.6388221377793394e-07
2021-01-28,-6.1988774082407,3.526852987042945e-07,-6.171919098287367,4.370863988755731e-07,-6.167566320983791,4.5157497639603815e-07,-6.187148091327272,3.882939610363509e-07,-6.144043155525088,5.341743394445972e-07
2021-01-29,-5.669454222816206,3.107431657403014e-09,-5.6704373151497975,1.4056883365338185e-10,-5.669938343202127,1.8215957213108976e-09,-5.670023270427889,1.5306796145037621e-09,-5.668661044563602,6.345151020717624e-09
2021-02-01,-5.783463793132077,1.0514008657665916e-08,-5.77879710860762,2.535048770472768e-08,-5.773097590785197,4.505998242312054e-08,-5.767962209502162,6.409473054798486e-08,-5.771527348526163,5.0758310489171814e-08
2021-02-02,-5.379896081191601,4.4468724016579456e-07,-5.422501017509176,7.147073370341466e-08,-5.429259387547008,2.6456544358079857e-08,-5.431100714006336,1.5176952242035203e-08,-5.4165056842251635,1.1525505304510523e-07
2021-02-03,-5.804274469080223,5.63183611705106e-07,-5.794913631540874,6.195630672311266e-07,-5.819944291313158,4.7407963305137505e-07,-5.845869026881338,3.408039171422831e-07,-5.775475526697632,7.443541292478737e-07
2021-02-04,-4.773204307642127,1.1777626659088917e-06,-4.827256146349896,9.029376259018636e-07,-4.794705206554391,1.0739251503659502e-06,-4.757672733415481,1.2489213158851945e-06,-4.851732229344947,7.609987260561908e-07
2021-02-05,-5.343238272147822,1.0317603831201979e-08,-5.344775925556096,1.6405467152395855e-09,-5.340491842268792,2.4797967395072053e-08,-5.33809038613994,3.678975695317817e-08,-5.344795654563905,1.6190066698262206e-09
2021-02-08,-5.939158445278521,4.3033034428462106e-07,-5.897566915579549,6.358635101743064e-07,-5.926824967515153,4.874441820814498e-07,-5.9276028046115465,4.83748354709966e-07,-5.873173600947906,7.740965087984286e-07
2021-02-09,-5.979630746229125,2.3037780098296788e-07,-5.921314237781062,4.7214271093431845e-07,-5.948289432107431,3.5168113659150415e-07,-5.960608721248609,3.016486299877908e-07,-5.897243755256919,5.927048397618367e-07
2021-02-10,-4.613427283368138,1.7873076772311216e-06,-4.774911700327433,1.2131902025680609e-06,-4.727069843111829,1.4052610893178342e-06,-4.705621433629357,1.484520330008113e-06,-4.8136118934409104,1.0390621336271804e-06
2021-02-11,-5.238648683753443,3.5828542218374535e-07,-5.309223048445434,1.2856541829392948e-07,-5.289978946495074,2.002164455952051e-07,-5.286419635773968,2.1253536526171245e-07,-5.32147991803891,7.706672639582003e-08
2021-02-12,-5.903923981830854,1.5563695598960203e-08,-5.871585436488254,1.1523958487547421e-07,-5.885801460440516,6.735096426422275e-08,-5.887135595570605,6.316449199033437e-08,-5.855806904305803,1.750670077893619e-07
2021-02-16,-4.855892230738109,1.1084738424393723e-06,-4.987012614130748,7.503241489090332e-07,-4.939791778618916,8.927754639949824e-07,-4.930777483311932,9.180213406166585e-07,-5.024047191010557,6.240557929322249e-07
2021-02-17,-4.73940921099061,1.3664449264194751e-06,-4.807481833895942,1.0867521850239933e-06,-4.727742210301363,1.4098199908699921e-06,-4.725927950334018,1.4164610166439248e-06,-4.840144142067399,9.32516509874876e-07
2021-02-18,-4.7924714475904135,1.2411464305412773e-06,-4.9006539174793105,8.466194171811528e-07,-4.82365026893651,1.1384912073387632e-06,-4.834448021811799,1.1011049389682987e-06,-4.930992972293298,7.117167968395137e-07
2021-02-19,-5.921651521813254,1.1867335969863751e-07,-5.879240300250533,2.813706269174684e-07,-5.903912005895231,1.8143468414366979e-07,-5.889830726010867,2.3667730950262454e-07,-5.860235366354706,3.683889754468861e-07
2021-02-22,-6.034905694008685,1.6888601096735843e-07,-5.991152519995181,3.187201052926319e-07,-6.01948736831261,2.176900285590746e-07,-6.015467016473993,2.3112609275702412e-07,-5.968708089808441,4.094237862953612e-07
2021-02-23,-6.274602733251318,5.307060471846295e-07,-6.209542197481302,7.556888939045835e-07,-6.239830275724405,6.449504084868472e-07,-6.213619994565801,7.401427409456412e-07,-6.176247715999024,8.903977669738927e-07
2021-02-24,-6.566881137794479,1.0590704322558137e-06,-6.481549861619063,1.335844273885881e-06,-6.515382379974084,1.2194809341455317e-06,-6.460653478771404,1.4124046890258571e-06,-6.435584399824621,1.5092533330378146e-06
2021-02-25,-6.444617191513975,4.848349583369878e-07,-6.356138975223596,7.312328846151192e-07,-6.382118219860743,6.519173356605379e-07,-6.350392867459892,7.496148630901776e-07,-6.318802076451972,8.563668424133105e-07
2021-02-26,-6.483593239046623,4.785776866023111e-07,-6.393639261011115,7.161793150628677e-07,-6.412012519309588,6.623569712142454e-07,-6.362548667202219,8.140264832773633e-07,-6.356163689846181,8.352194266129758e-07
2021-03-01,-6.554803072336666,4.602057602776346e-07,-6.470367119306716,6.592390868230231e-07,-6.48957145294421,6.095961049321045e-07,-6.467310832053805,6.673930133997413e-07,-6.4317465922529715,7.676191880226388e-07
2021-03-02,-6.493937510416278,2.1279958472124567e-07,-6.404809232250693,3.9187088610411857e-07,-6.420915871085914,3.5507224511951884e-07,-6.425201599262161,3.456268783463394e-07,-6.373001706878456,4.7081417942828986e-07
2021-03-03,-6.66371564483173,2.981041003529576e-07,-6.5453541445872165,5.174398411101364e-07,-6.568958778349578,4.6723039943211725e-07,-6.565866297388783,4.7361133962880576e-07,-6.509294219405193,6.011190432198007e-07
2021-03-04,-5.931803371347678,2.6223986811672388e-08,-5.949474484632973,1.0685244309264438e-09,-5.950030300643858,2.3360081024376466e-13,-5.94999499793626,6.438938682239163e-11,-5.946597334562539,7.060260014793071e-09
2021-03-05,-6.773625068531475,3.142168084961995e-07,-6.66203087362422,4.946699801340415e-07,-6.677664843426239,4.658352276789819e-07,-6.661746939678636,4.952052803369822e-07,-6.6276426086954325,5.626328555113725e-07
2021-03-08,-6.34048125982858,5.434788655043176e-08,-6.313943784797262,9.663338765167974e-08,-6.319507051124425,8.716123762605159e-08,-6.307664872707126,1.0770942552401234e-07,-6.2985712684783,1.2447626118193098e-07
2021-03-09,-6.821846523333431,3.7463070236413985e-07,-6.775722688410116,4.430765078651764e-07,-6.786101902886708,4.26924964054158e-07,-6.754708232307535,4.771781162182825e-07,-6.7449942524292394,4.935947180351728e-07
2021-03-10,-6.587751536611769,1.413503510843214e-07,-6.56989027621051,1.6552711408462983e-07,-6.577036032991324,1.5563665347878523e-07,-6.57832820855987,1.5387938510807742e-07,-6.551583561466026,1.922236606830128e-07
2021-03-11,-6.739775602921055,2.5337918584241743e-07,-6.748159434832706,2.4252352048454905e-07,-6.759134880898955,2.2875175110440351e-07,-6.765264820762848,2.2127288734705824e-07,-6.728153909843659,2.6891961046159777e-07
2021-03-12,-6.3599745562773204,3.561791946175732e-08,-6.372080036156693,2.0780863751293146e-08,-6.375174930006661,1.72659773275029e-08,-6.377733314225199,1.4452051653056298e-08,-6.366748407039465,2.710752333054436e-08
2021-03-15,-6.632042422381924,1.7925599805251606e-07,-6.668557598795183,1.340870055669103e-07,-6.669301696951957,1.3323399935704843e-07,-6.660221851375048,1.438234831421821e-07,-6.6588439727591,1.4546506902291227e-07
2021-03-16,-6.54209028964055,2.124841919539802e-07,-6.5718144740904885,1.6803630733147675e-07,-6.551723859875071,1.9750211816040972e-07,-6.5361814335008175,2.2195388109502714e-07,-6.565210081094848,1.7746136652332632e-07
2021-03-17,-6.6401556646350945,3.463110311677729e-07,-6.686601122270052,2.740020212313396e-07,-6.673688563941564,2.9304375921231205e-07,-6.639906352195411,3.4672844103420403e-07,-6.680998246926315,2.821670570922615e-07
2021-03-18,-6.328931906318859,3.2995700858815066e-08,-6.330710978887283,3.0627155833128465e-08,-6.32560860230697,3.752244706530549e-08,-6.31066796253172,5.9464464029558364e-08,-6.329681410813153,3.199315930835949e-08
2021-03-19,-6.425988651290261,8.115874460683002e-08,-6.445246745541637,5.570081456899446e-08,-6.436539799973664,6.683206622459636e-08,-6.410093079587018,1.0447489534253868e-07,-6.445272551684178,5.566875562088204e-08
2021-03-22,-6.220557904709722,2.789282552005422e-09,-6.221303146249806,1.887307862251503e-09,-6.220186478428207,3.2465466258255555e-09,-6.210336652047964,1.6709710475044812e-08,-6.221577346343661,1.5611832291313033e-09
2021-03-23,-6.695776060898825,2.030984396155878e-07,-6.729606396053292,1.6241190335331778e-07,-6.724653995683745,1.6805822906851763e-07,-6.672058818695539,2.3469313007347838e-07,-6.735196426800923,1.5616269917511987e-07
2021-03-24,-7.003024387284959,4.940685929499751e-07,-7.050245464272943,4.363809553908828e-07,-7.02735048425545,4.6357109676306394e-07,-6.923417726395707,6.065493105675738e-07,-7.063296022228795,4.215111427767872e-07
2021-03-25,-6.46390191274022,1.77782205142472e-08,-6.456408928453843,2.528667451776917e-08,-6.450836270189728,3.121544106577502e-08,-6.427764706546645,5.87095281881004e-08,-6.4609375137548986,2.06835220449722e-08
2021-03-26,-7.153725645800873,3.4970881468289015e-07,-7.123760151159728,3.7868982149294e-07,-7.111907260395298,3.907164386723031e-07,-7.028161146989733,4.856402459596813e-07,-7.147322984754215,3.557339880298345e-07
2021-03-29,-6.867350473076099,8.411162742589563e-08,-6.823197114927561,1.2063151784440716e-07,-6.816633628837938,1.2662632316963348e-07,-6.77798195763337,1.650891789808465e-07,-6.840864170641088,1.0523603591830698e-07
2021-03-30,-6.70574385121764,2.9515520948608037e-08,-6.683212846393403,4.6980131709459504e-08,-6.68046693588709,4.928039775250726e-08,-6.657292722707115,7.018305756618739e-08,-6.696971768986252,3.601558675235987e-08
2021-03-31,-6.860250243592945,5.192319231452155e-08,-6.824902135042082,7.730891966124925e-08,-6.824062425348977,7.796411691889418e-08,-6.794013382140995,1.0306333149895712e-07,-6.84688795482281,6.102121775556396e-08
2021-04-01,-6.824627988954421,2.370475887535829e-08,-6.7894003806237455,4.618273241201976e-08,-6.788928056943983,4.6516973012871467e-08,-6.771693070364996,5.931279260088721e-08,-6.810248773944991,3.229567306549766e-08
2021-04-05,-5.803349218929147,1.5708802744123987e-07,-5.881193019118473,1.1155938612599911e-07,-5.879059728038851,1.129586462383311e-07,-5.902383771415963,9.706990016770501e-08,-5.835734697530189,1.3939592640664425e-07
2021-04-06,-6.163527797287417,1.9683122063614273e-08,-6.1817549071552085,4.353557150537261e-09,-6.185451902030155,6.460613151576997e-10,-6.185878012313727,1.8319126796058171e-10,-6.173647083150127,1.159505848728488e-08
2021-04-07,-6.673773649587154,2.4376609604584214e-08,-6.635391550063795,5.6257649302235196e-08,-6.611811900202307,7.978963390272986e-08,-6.594140786978191,9.942007390992747e-08,-6.657070546062691,3.7269202117672384e-08
2021-04-08,-7.089891249200806,1.8409575856605746e-07,-7.010944045253423,2.5112855792730637e-07,-6.9775122887790175,2.842345841470836e-07,-6.9297529031511464,3.3701236276082047e-07,-7.061131490244446,2.068128479178606e-07
2021-04-09,-7.2363959200752825,1.8591720926416544e-07,-7.127766327574402,2.665130880718142e-07,-7.093307918730587,2.9709990614211774e-07,-7.077401967702027,3.121333543688778e-07,-7.188918746918167,2.1838856916901156e-07
2021-04-12,-6.9642372470279295,4.8044880353757354e-08,-6.890428954374296,9.662003836321892e-08,-6.869453831981204,1.1335513261477463e-07,-6.879904067415137,1.0484618927907107e-07,-6.932357356748526,6.713241440844994e-08
2021-04-13,-6.320262422136215,1.8305461874462735e-08,-6.348130161874748,1.8505774164410297e-09,-6.349944874468684,5.076375392456693e-10,-6.349201473931488,1.0686494126829951e-09,-6.336219433650157,9.529068820933342e-09
2021-04-14,-7.250720098764004,1.1667389236724046e-07,-7.138013737364444,1.8607103781185323e-07,-7.12463082714492,1.9588214009100333e-07,-7.121061824944328,1.9856052524301182e-07,-7.2086998841939485,1.3995238259878479e-07
2021-04-15,-6.513620548297823,4.193095117920512e-09,-6.52074851749381,8.508567408897151e-10,-6.51976518420293,1.5014424304601389e-09,-6.52174432131253,2.1800100577878465e-10,-6.5203304686964945,9.596101529441858e-10
2021-04-16,-7.475883369013562,1.4466568790135154e-07,-7.334395623820976,2.1897236197872642e-07,-7.327098048068539,2.2353338805689705e-07,-7.354476949967202,2.068229435830677e-07,-7.434203315393728,1.6397327823005776e-07
2021-04-19,-7.33608608711026,7.640093756512656e-08,-7.21781865517836,1.331928231919881e-07,-7.214363531479426,1.3517504198274833e-07,-7.2444029576177895,1.185971676804595e-07,-7.304990777900323,8.938814124982701e-08
2021-04-20,-7.5123805709901355,1.487368990272327e-07,-7.368667629167804,2.2202881887905067e-07,-7.380083828631561,2.1525941793482792e-07,-7.394121854903446,2.0717866806799935e-07,-7.482229597030027,1.6211777471633303e-07
2021-04-21,-7.3359783821573155,7.13900224450231e-08,-7.221968353444847,1.245757648018157e-07,-7.230239553967694,1.2005895632667824e-07,-7.244033686569941,1.1277117666782313e-07,-7.316132447883667,7.93293083423135e-08
