Date,spy GARCHNet | qlike,spy GARCHNet | mse_var,StaticGARCH | qlike,StaticGARCH | mse_var,GJRGARCH | qlike,GJRGARCH | mse_var,EGARCH | qlike,EGARCH | mse_var,EWMA | qlike,EWMA | mse_var
2025-10-24,-9.597091727001,3.03407445927666e-09,-9.49155158288609,3.9288876450756835e-09,-9.428825536587125,4.568069881783447e-09,-9.799143234127527,1.8119677971351359e-09,-9.635203570738774,2.7591370028458656e-09
2025-10-27,-9.554631085673996,2.717573074974417e-09,-9.449070986215226,3.6126145523835137e-09,-9.430754342400775,3.791400673489307e-09,-9.847951800177672,1.1418934691905231e-09,-9.584309260517244,2.50317489486398e-09
2025-10-28,-9.381785614939462,3.3141603295712376e-09,-9.345378815261048,3.6903782326369802e-09,-9.414489624759435,3.00356580248798e-09,-9.892445823820752,5.063261364948368e-10,-9.46400886325546,2.5785078474449013e-09
2025-10-29,-9.132832102526619,5.393854520944461e-10,-9.057021018723125,1.1714958662378878e-09,-9.094033625409985,8.3604838574829e-10,-9.237585031153635,4.947841818868029e-12,-9.125369552290563,5.922341419147801e-10
2025-10-30,-9.336881790749942,3.9334167454597956e-10,-9.185768348685215,1.4011387323533496e-09,-9.22345081140606,1.0913289655020451e-09,-9.443551408516916,1.808456579887604e-11,-9.270563208107676,7.610583547288497e-10
2025-10-31,-9.31110079578559,9.186313274826241e-10,-9.185499312493222,1.9361346994253467e-09,-9.174226481341,2.050025722314808e-09,-9.41850450676352,3.56501074926596e-10,-9.274440854533994,1.1713442206912105e-09
2025-11-03,-9.32686006736402,7.991433927518112e-10,-9.211488605547393,1.66154227390729e-09,-9.200182410091543,1.7659589633599999e-09,-9.439046965586503,2.613506708947952e-10,-9.300934321011976,9.6300501311568e-10
2025-11-04,-9.441637436529778,7.757706071507152e-10,-9.300827225839415,1.70230058266062e-09,-9.284672596059952,1.8380748116114365e-09,-9.54486386394307,3.3936321813255434e-10,-9.401752948582239,9.953500732014526e-10
2025-11-05,-9.137709692964357,5.97632258071392e-10,-9.068133801986722,1.1792207245927788e-09,-9.01355452046806,1.7670571329490487e-09,-9.165265124884012,4.1479149141191825e-10,-9.136089719831261,6.09191837550281e-10
2025-11-06,-8.724871214235911,8.23444406835107e-12,-8.720325322261557,4.6403129491352754e-11,-8.705118025882191,1.974598926432504e-10,-8.716766977129957,5.496492667586483e-11,-8.72477325662157,7.908251457481009e-12
2025-11-07,-8.42763958835883,1.6049379692381185e-10,-8.43636047462346,7.922016084462045e-11,-8.443020821954697,9.773090294106722e-12,-8.426558360340973,1.7000710107299558e-10,-8.405140936354725,3.411737362439641e-10
2025-11-10,-9.007218805745387,7.813606833802246e-10,-9.015320011214754,7.079268013998541e-10,-8.941833792511447,1.4854748294339287e-09,-9.0287415836776,5.926816204762011e-10,-9.069441834395604,2.912682159931722e-10
2025-11-11,-9.247399584756455,3.313821307285866e-09,-9.23352430421927,3.476107933432205e-09,-9.254544807594385,3.232532046293997e-09,-9.515883701525429,1.1318762064177253e-09,-9.331185209677367,2.451449539920436e-09
2025-11-12,-9.442295011578462,2.827372610672501e-09,-9.351324104144753,3.7045089179622958e-09,-9.369037165401792,3.5181820461982152e-09,-9.660055863479936,1.3850815261378707e-09,-9.463292347112912,2.6512259512428117e-09
2025-11-13,-8.255517440038728,9.675641524529572e-10,-8.358657117316021,2.259537132862131e-10,-8.35601749259353,2.5110338785470987e-10,-8.19671621968311,1.2730686654347427e-09,-8.314080925650135,5.93769641022501e-10
2025-11-14,-7.920668729336605,1.467227631932257e-09,-7.907476370829517,1.6535757324721397e-09,-7.956858159251299,8.914660149879904e-10,-7.818954126850686,2.6980262056414682e-09,-7.838879410595868,2.4878704497193237e-09
2025-11-17,-8.096207802935751,6.532128782232262e-10,-8.080269957057025,8.581129193603071e-10,-8.11792069706579,3.3616438947293025e-10,-8.035015086816813,1.3584493560894524e-09,-8.023079099091374,1.4754922321956079e-09
2025-11-18,-8.54228311040335,1.4959652333252916e-10,-8.547863038669494,7.558169791464836e-11,-8.517671846961626,5.397526557534904e-10,-8.541213025840586,1.6449173987865376e-10,-8.554291472720887,1.0927975584128569e-13
2025-11-19,-8.648910687509494,7.748143068851358e-10,-8.6775996337454,3.6800024205892317e-10,-8.61666949353607,1.3299242441789392e-09,-8.621817558256538,1.234360090936227e-09,-8.700617042648936,1.050511429454168e-10
2025-11-20,-4.303331122981026,1.3460191564864064e-07,-3.462451379246498,1.463694340444257e-07,-4.326158359474988,1.3421393484364986e-07,-4.214709961974945,1.3606706447122626e-07,-2.7932761918390625,1.5323639334506664e-07
