,0
pre_war_ann_vol,0.2778666629294066
war_ann_vol_mean,0.9275525985191738
war_ann_vol_peak,2.52452543618094
peak_date,2026-03-23
pre_war_persistence_mean,0.9184600710868835
war_persistence_mean,0.8681514263153076
current_persistence,0.8968921899795532
current_ann_vol,0.4809218149275545
forecast_30d_ann_vol,0.4571501589970088
n_var_violations_war,1
