Date,spy GARCHNet | qlike,spy GARCHNet | mse_var,StaticGARCH | qlike,StaticGARCH | mse_var,GJRGARCH | qlike,GJRGARCH | mse_var,EGARCH | qlike,EGARCH | mse_var,EWMA | qlike,EWMA | mse_var
2025-06-18,-9.272166524929437,1.96282822428117e-09,-8.801690014334385,1.0591505286927114e-08,-8.850929167604638,9.127921720725406e-09,-9.029291397080163,5.111666428332898e-09,-8.71476598809755,1.3644499820657264e-08
2025-06-20,-8.9500941510927,5.277943581486395e-10,-8.668927577026682,5.480667054053169e-09,-8.699661082326877,4.662567685963733e-09,-8.809599122265938,2.3457581818782084e-09,-8.602154963371992,7.55711133493803e-09
2025-06-23,-8.475100070008168,1.0241012653873925e-10,-8.415828602811231,1.3862617516169707e-09,-8.42482708862357,1.1621463983276394e-09,-8.45241366696583,5.546732541223697e-10,-8.37959766393549,2.4165481185793804e-09
2025-06-24,-9.29333293120813,2.5301617178498086e-09,-8.922794841064615,8.606010500394288e-09,-8.979104846400297,7.282052594683999e-09,-9.119543083774017,4.6824037615780866e-09,-8.84467515034738,1.0767773686965192e-08
2025-06-25,-9.38023699747968,4.2683661572589986e-09,-9.009480477343702,1.06935279346424e-08,-9.120563898498043,8.191215780743159e-09,-9.361391693156655,4.48244248156578e-09,-8.930112645302573,1.2891361072184725e-08
2025-06-26,-9.420205401971005,2.410955273706105e-09,-9.0091877407322,8.29998722904771e-09,-9.103244627833941,6.398327986029972e-09,-9.303873683823884,3.526548569446351e-09,-8.936811968596382,1.0075393289744086e-08
2025-06-27,-9.197375598200502,1.1543422936122376e-09,-8.889733782083223,5.4611423184120585e-09,-8.982376592681574,3.7164996148292246e-09,-9.172259213356401,1.3671804441625068e-09,-8.832903884873295,6.780181499736011e-09
2025-06-30,-9.46217805767258,1.7700339236162566e-09,-9.053480467040684,6.794017303226067e-09,-9.165162953835994,4.877152196363125e-09,-9.426424984569774,2.028312063927824e-09,-8.99117734240825,8.110155602213608e-09
2025-07-01,-9.62310709804775,1.970065762076848e-09,-9.155881435184384,7.0994905376577196e-09,-9.27773494579305,5.191645977911867e-09,-9.590051154233425,2.17659241069302e-09,-9.0935251576247,8.298091038826588e-09
2025-07-02,-9.624795191052707,1.2567216273620245e-09,-9.164156820179839,5.648150914080926e-09,-9.26933603747544,4.163877985585043e-09,-9.525564944591322,1.819067256468466e-09,-9.108712545055038,6.594074491653712e-09
2025-07-03,-9.663995745909688,1.1507574363195465e-09,-9.206403257121426,5.155860596317831e-09,-9.313026867459767,3.779967500240739e-09,-9.589906840382728,1.5240230736890331e-09,-9.155802451901732,5.942266701361979e-09
2025-07-07,-9.198180512690682,1.8771810057110086e-10,-8.959866687191468,2.3846982693079834e-09,-9.046756633840552,1.3231859768576363e-09,-9.21216786529816,1.2345430455583247e-10,-8.928871992689903,2.8496700809943874e-09
2025-07-08,-9.768920482086754,1.9572301204943765e-09,-9.3186043555542,5.919986746332923e-09,-9.420621038475323,4.652437710874187e-09,-9.688136371715435,2.409866073011038e-09,-9.27669528043944,6.527550015995125e-09
2025-07-09,-9.614329749969976,1.4310612844868644e-09,-9.278231651927369,4.2530197254413176e-09,-9.359833156416766,3.335836151100689e-09,-9.556007807188168,1.7637555779187367e-09,-9.24542625868043,4.676004980765793e-09
2025-07-10,-9.618831884586022,1.3612729422898875e-09,-9.298605110472275,3.933385848791722e-09,-9.391875136710219,2.9584774580928736e-09,-9.621949969425609,1.3453395732313593e-09,-9.272099952403744,4.253640418945568e-09
2025-07-11,-9.749379299188275,1.3333240949599786e-09,-9.38631703368005,3.906774366895757e-09,-9.479793964002132,3.0169271500416334e-09,-9.731089994060593,1.4153879554116494e-09,-9.364679786672871,4.1420055021139685e-09
2025-07-14,-9.794225751168627,1.120191472560344e-09,-9.420050511994491,3.5171107732893743e-09,-9.49547591165848,2.844384506645554e-09,-9.667456949654136,1.6994525923000747e-09,-9.405281527762394,3.6634646637615862e-09
2025-07-15,-9.31946529483717,1.9035339620300772e-10,-9.152627328728183,1.2427600675831307e-09,-9.194366116432867,9.036343555599328e-10,-9.283863344487475,3.502006360606902e-10,-9.147810557660623,1.2855140182595011e-09
2025-07-16,-9.084902671848354,1.9739294531780537e-12,-9.004801279165893,5.026001943700985e-10,-9.023660675112007,3.559658363096764e-10,-9.052350605958356,1.652320963414083e-10,-9.004795760985834,5.026455421550366e-10
2025-07-17,-9.630325211247513,8.799397122424986e-10,-9.430988635166846,2.030269726565374e-09,-9.472102776083755,1.7368036166199308e-09,-9.556718723375063,1.2296747371291245e-09,-9.437963912366616,1.9781163102866347e-09
2025-07-18,-9.773124590736355,1.5705154566290418e-09,-9.576759723105194,2.7199967322132415e-09,-9.646864198918536,2.24742473577132e-09,-9.79642708192842,1.4664773894205972e-09,-9.593161854610532,2.6024146630783018e-09
2025-07-21,-9.82325757378689,1.190284845396681e-09,-9.602209460610615,2.3203092346142367e-09,-9.661071020707501,1.9575989746351302e-09,-9.765787564740895,1.4276597331981992e-09,-9.62705433022474,2.160937447490464e-09
2025-07-22,-9.784815887637771,1.0055730680389724e-09,-9.60215445842259,1.88125222428331e-09,-9.652149649739906,1.598917633656919e-09,-9.748149412171514,1.1492693510698689e-09,-9.63458487672952,1.6940318050072162e-09
2025-07-23,-9.648524922381842,5.621114716039843e-10,-9.513237042527763,1.1608540951142365e-09,-9.547830086983916,9.820919623246159e-10,-9.607010489722697,7.183960422816085e-10,-9.54783633103802,9.820614083538147e-10
2025-07-24,-9.903549445192096,1.7185363319368851e-09,-9.752207304184244,2.4656400421076756e-09,-9.865190373330622,1.885182013442432e-09,-10.043914921937388,1.2161470350594192e-09,-9.808824677213705,2.1569208261029927e-09
2025-07-25,-9.915512957345598,1.2575997332878394e-09,-9.748129559256146,1.986309276455276e-09,-9.844710420988132,1.531499490801007e-09,-9.988315037296909,1.020147190379549e-09,-9.812506089131194,1.6719677400630178e-09
2025-07-28,-9.931341148071935,1.378649847078104e-09,-9.795388406956683,1.959635668984047e-09,-9.901867266267958,1.4897921678953285e-09,-10.082394135931434,9.142230031233457e-10,-9.87178476003454,1.6112284856644576e-09
2025-07-29,-9.721749075949768,5.044931065952655e-10,-9.60291609664411,9.513475364097502e-10,-9.671815678879957,6.714024178259176e-10,-9.76872066441299,3.718892432408103e-10,-9.666594407829178,6.905185879417265e-10
2025-07-30,-9.287217946719636,2.4410068985641848e-11,-9.253682552908089,1.4635605041106325e-10,-9.274419801503807,6.618846840329582e-11,-9.287614060189561,2.3227010553631037e-11,-9.278997431307252,5.0502134417515806e-11
2025-07-31,-8.30701201853235,1.0608157140277107e-09,-8.356067404883778,8.837578004982229e-10,-8.298223115547458,1.0901922472342112e-09,-8.279516995166288,1.1506568439281203e-09,-8.252212984164455,1.2343155614682704e-09
2025-08-01,-8.981866923729376,1.3345862644573894e-12,-8.97946464145995,1.0566675631737968e-11,-8.974104924933398,2.927948827053916e-11,-8.980532831450105,6.56219559454436e-12,-8.95660554586819,8.194047894829632e-11
2025-08-04,-9.26439307888323,7.703506587113456e-10,-9.256132442458119,8.245750150600534e-10,-9.179201910542375,1.4218720967043315e-09,-9.191454145945375,1.3150023786022573e-09,-9.308169231656196,5.124315922889438e-10
2025-08-05,-9.176675755317401,1.625095600751901e-09,-9.179713333349223,1.596718288709792e-09,-9.216622699410507,1.2747158219851864e-09,-9.313489262090982,6.116553086187319e-10,-9.234181459185725,1.135720196988176e-09
2025-08-06,-9.27913586174781,1.3049675263200973e-09,-9.235890553630295,1.65914635086628e-09,-9.25781579744838,1.4732068474393193e-09,-9.306598204166342,1.1055927378810657e-09,-9.296516736478294,1.1765801410377523e-09
2025-08-07,-8.784256258816807,7.937248327591453e-11,-8.780783958245658,1.0911029961795594e-10,-8.790422483963235,3.032523045534519e-11,-8.792683039072688,1.1660503153830904e-11,-8.792542941012496,1.4819623415200306e-11
2025-08-08,-9.516904616382632,1.9869337455632094e-09,-9.457597513537545,2.421538356050452e-09,-9.509092740059879,2.04043547338302e-09,-9.589640103496016,1.5382708418870775e-09,-9.545390714675893,1.8008571577141243e-09
2025-08-11,-9.454037399337329,1.8629883446202376e-09,-9.411305213576886,2.1843078349978227e-09,-9.492606786397719,1.6037416748832416e-09,-9.620326294011852,9.239845381619893e-10,-9.49575653520344,1.5837806515552446e-09
2025-08-12,-9.242653064637373,3.826031788725015e-10,-9.180422387624237,7.749175816349197e-10,-9.222809375590021,4.952437907426613e-10,-9.265430366740985,2.6720252695187725e-10,-9.234166975185884,4.293808060297436e-10
2025-08-13,-9.583362895762978,2.1526977638712667e-09,-9.494024433014763,2.8035899777769738e-09,-9.651700958365602,1.7428026297694105e-09,-9.838168731237339,9.275501128693595e-10,-9.593507323231892,2.087374492448487e-09
2025-08-14,-9.688418768449704,1.7964982518128737e-09,-9.550657322742708,2.671487761890074e-09,-9.709783880576117,1.685039335853589e-09,-9.918280364636892,8.59912307237734e-10,-9.658923129544803,1.9602389875532305e-09
2025-08-15,-9.737236126011704,1.2580445030383236e-09,-9.564299616772805,2.2011265708249957e-09,-9.705941132584469,1.3993232413540767e-09,-9.87795878409814,7.50095014835472e-10,-9.675601799107497,1.5476760949898063e-09
2025-08-18,-9.977434431708362,1.6451336786512609e-09,-9.746717626846355,2.770153060283103e-09,-9.898127420658287,1.9714542918638047e-09,-10.036463338673178,1.4357985063961917e-09,-9.888585668602294,2.0145678935870877e-09
2025-08-19,-9.406414947718206,2.3634853414929774e-10,-9.322096933984627,6.273885870304519e-10,-9.386364156537441,3.1531977695452013e-10,-9.425213137287558,1.6996624075621698e-10,-9.39181482052972,2.930116677408884e-10
2025-08-20,-9.123001276950065,3.1756447589339334e-12,-9.091953398011675,1.468717825426758e-10,-9.111994678043681,4.751963465280896e-11,-9.11284109454584,4.3801668190618253e-11,-9.119529684662176,1.609385494439321e-11
2025-08-21,-9.64988234904002,9.401873875846061e-10,-9.591371376594948,1.2117348523146706e-09,-9.650426645600888,9.378759440133076e-10,-9.602250143648195,1.1576600819125672e-09,-9.710940905575532,7.034477781078906e-10
2025-08-22,-8.399670840121033,6.485097802127344e-10,-8.39467494893078,6.726990388613069e-10,-8.360010114589041,8.290832315076104e-10,-8.438539382615659,4.4199402192346904e-10,-8.264741963515368,1.1835715000845117e-09
2025-08-25,-9.56235968605723,3.0043387224528685e-09,-9.59241990342768,2.778565271192548e-09,-9.852353806924906,1.362113825439944e-09,-9.882040774377742,1.2490189503308764e-09,-9.725062333923837,1.9491780305784782e-09
2025-08-26,-9.514087009659319,2.032128288571767e-09,-9.515479369660104,2.0225834217115366e-09,-9.709854531389224,9.852097767157176e-10,-9.668623507651615,1.161629362857801e-09,-9.635467073838152,1.3190256824858075e-09
2025-08-27,-9.682271406112697,2.1889183638054246e-09,-9.647190667523459,2.4045043661563675e-09,-9.873750307707567,1.2793587232346758e-09,-9.854938113114505,1.351501766256303e-09,-9.791009319623265,1.6225021624262269e-09
2025-08-28,-9.611176584991853,1.2294127945747195e-09,-9.552515081387767,1.545871911450547e-09,-9.730279464313803,7.300287751117082e-10,-9.720340919754346,7.652417517385385e-10,-9.678145877071756,9.271757324482121e-10
2025-08-29,-9.57761968092054,6.954210511798464e-10,-9.494735003116993,1.090700999445533e-09,-9.644281781228814,4.4974082124093953e-10,-9.651213563203193,4.2748823741160417e-10,-9.607549880711076,5.777922815778462e-10
2025-09-02,-9.395315349240109,3.140490382494691e-10,-9.335500095604429,5.973099025546694e-10,-9.416937869279879,2.303990042480889e-10,-9.38617631740907,3.523302363281487e-10,-9.415632745541394,2.351746715596646e-10
2025-09-03,-9.669872311613119,1.361586659695161e-09,-9.613643382478923,1.6550007992111516e-09,-9.705480690669118,1.1972174625865814e-09,-9.5850471488676,1.8216053064087086e-09,-9.755749077969341,9.906485356692527e-10
2025-09-04,-9.330099671162035,6.34871773017882e-10,-9.33533524722904,6.061498864633343e-10,-9.397085264836283,3.133483090579504e-10,-9.350942106970164,5.242421656107201e-10,-9.417478549023576,2.3444388430987996e-10
2025-09-05,-8.573485738191291,1.771297287385762e-10,-8.56926422425622,2.0176631056564608e-10,-8.485009713670609,5.878557949529995e-10,-8.492057471680829,5.60794224924245e-10,-8.493049527542997,5.569282367088388e-10
2025-09-08,-9.783621326557546,1.965153299599875e-09,-9.758937816603286,2.092953322556354e-09,-9.919860682054418,1.3755436103548985e-09,-9.839318674579355,1.7017505668077329e-09,-9.936645247775408,1.3148636752265305e-09
2025-09-09,-9.654426457036417,1.6083594467146324e-09,-9.684734368071172,1.454012898725976e-09,-9.817752499460441,9.049145769470683e-10,-9.757103493344797,1.131275121073842e-09,-9.845077082667443,8.145879244488196e-10
2025-09-10,-9.684600807182651,1.1722609596696546e-09,-9.681342175862731,1.1868780579156376e-09,-9.801166060184823,7.286369729324128e-10,-9.750813662391705,9.023178907300408e-10,-9.839565007823794,6.125151637213026e-10
2025-09-11,-9.578409583173089,7.34023850175719e-10,-9.580609736293331,7.247773620329561e-10,-9.673454372938735,3.934331939031411e-10,-9.644871908558274,4.837654747632109e-10,-9.709716175883443,2.9247662195733147e-10
2025-09-12,-9.844162742064468,2.0020962368600767e-09,-9.866712976202217,1.8972367290265954e-09,-10.084946884696363,1.1113061973621948e-09,-10.133269370276084,9.831778805155186e-10,-10.07778977020474,1.131495024272638e-09
2025-09-15,-9.970069281401932,1.7581967928391103e-09,-9.945535567234126,1.8571300751629684e-09,-10.159384430469704,1.145663188998652e-09,-10.173579248114812,1.1089411203153927e-09,-10.179666667240324,1.0935320013299125e-09
2025-09-16,-9.88569877610912,1.570669345723217e-09,-9.886750747176867,1.5663964779356636e-09,-10.101429665134644,8.79243061823629e-10,-10.168950087997667,7.254405962029846e-10,-10.106365491216858,8.67143173513139e-10
